School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,VEX Robotics
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),SHOOTING,PHYSICAL SPORTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,na
CANBERRA SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,na
CANOSSA CATHOLIC PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,CREATIVE DESIGN CLUB
CANTONMENT PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,HOCKEY,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,INFOCOMM & ROBOTICS
CANTONMENT PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
CANTONMENT PRIMARY SCHOOL,PRIMARY,OUTDOOR ADVENTURE,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE CLUB
CANTONMENT PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
CASUARINA PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,CONCERT BAND,VISUAL AND PERFORMING ARTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
CASUARINA PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
CASUARINA PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,RUGBY,PHYSICAL SPORTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),ART AND CRAFTS,CLUBS AND SOCIETIES,ARTSQUAD
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),ARTISTIC GYMNASTICS,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),BASKETBALL,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),CHOIR,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),FENCING,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),FLOORBALL,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),GOLF,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,RADIUS
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),JUDO,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SCOUTS,UNIFORMED GROUPS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SOFTBALL,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),ST JOHN BRIGADE,UNIFORMED GROUPS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),SWIMMING,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),TABLE TENNIS,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),TAEKWONDO,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),TENNIS,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),TRACK AND FIELD,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),TRAMPOLINE,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),VOLLEYBALL,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),WATER POLO,PHYSICAL SPORTS,na
CATHOLIC HIGH SCHOOL,MIXED LEVEL (P1-S4),WUSHU,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,BOWLING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,BOYS' BRIGADE,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,CANOEING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE,CLUBS AND SOCIETIES,INTERACT CLUB
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (FIRST AID),CLUBS AND SOCIETIES,FIRST AID CLUB
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,CROSS COUNTRY,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,ORATORICAL SOCIETY
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,ENTREPRENEURSHIP,CLUBS AND SOCIETIES,NEXUS INVESTMENT & ENTREPRENEURSHIP SOCIETY
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,STE2M CLUB
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,FAITH-BASED CCA,CLUBS AND SOCIETIES,GENESIS
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,FENCING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,FLOORBALL,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,FOOTBALL,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,FRISBEE,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,GIRL GUIDES,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,GIRLS' BRIGADE,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,GOLF,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,FILM SOUND AND VIDEO
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,JUDO,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,PUBLICATION,CLUBS AND SOCIETIES,EDITORIAL CLUB
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,RED CROSS YOUTH,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SAILING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SCOUTS,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SHOOTING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,ST JOHN BRIGADE,UNIFORMED GROUPS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,STRATEGY GAMES,CLUBS AND SOCIETIES,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,SWIMMING,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,TAEKWONDO,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,TENNIS,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,TRACK AND FIELD,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,VOLLEYBALL,PHYSICAL SPORTS,na
CATHOLIC JUNIOR COLLEGE,JUNIOR COLLEGE,WUSHU,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),AUDIO VISUAL AID,CLUBS AND SOCIETIES,AUDIO VISUAL & PHOTOGRAPHY CLUB
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENT CLUB
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),"INDIAN LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,INFOCOMM CLUB
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),INTERNATIONAL AND GLOBAL STUDIES,CLUBS AND SOCIETIES,INTER CULTURAL CLUB
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),"MALAY LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),NETBALL,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),RED CROSS YOUTH,UNIFORMED GROUPS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),SP-CCA (ETHNIC DANCE),VISUAL AND PERFORMING ARTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),TABLE TENNIS,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),TRACK AND FIELD,PHYSICAL SPORTS,na
CEDAR GIRLS' SECONDARY SCHOOL,SECONDARY (S1-S4),VOLLEYBALL,PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
CEDAR PRIMARY SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,COMMUNITY SERVICE,CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,DESIGN AND INNOVATION,CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
FERN GREEN PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,OUTDOOR ADVENTURE,PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
CEDAR PRIMARY SCHOOL,PRIMARY,SOFTBALL,PHYSICAL SPORTS,na
CEDAR PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,THE BOYS' BRIGADE
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE INSTRUMENTAL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR) BOYS
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR) GIRLS
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),SEPAKTAKRAW,PHYSICAL SPORTS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
CHANGKAT CHANGI SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
CHANGKAT PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ECO CLUB
CHANGKAT PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,TECH CLUB
CHANGKAT PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,ARTISTIC GYMNASTICS,PHYSICAL SPORTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,BOWLING,PHYSICAL SPORTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
CHIJ (KATONG) PRIMARY,PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
CHIJ (KATONG) PRIMARY,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,INNOVATION CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE
CHIJ (KATONG) PRIMARY,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,SPORTS CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,NETBALL,PHYSICAL SPORTS,na
